ID,mang_fish_dens,mang_invert_dens,mang_spec_score,salt_spec_score,seag_spec_score,mang_frag_area_mn_rate,mang_frag_area_mn,mang_mean_age,mang_mean_agb_mg_ha,mang_mean_SOC,mang_mean_height_m,pressure_seagrass_climate_current,pressure_seagrass_land_current,pressure_seagrass_marine_current,pressure_seagrass_climate_rate,pressure_seagrass_land_rate,pressure_seagrass_marine_rate,pressure_mangrove_climate_current,pressure_mangrove_land_current,pressure_mangrove_marine_current,pressure_mangrove_climate_rate,pressure_mangrove_land_rate,pressure_mangrove_marine_rate,pressure_saltmarsh_climate_current,pressure_saltmarsh_land_current,pressure_saltmarsh_marine_current,pressure_saltmarsh_climate_rate,pressure_saltmarsh_land_rate,pressure_saltmarsh_marine_rate,mang_spec_prop,salt_spec_prop,seag_spec_prop,mang_loss_rate,seag_change_rate
20492,0.082293692,0.0511944,1.869126827,-0.870816993,1.164228546,0.522047023,0.116524862,0.058960524,0.590898092,0.239341952,0.727489657,-0.181514076,0.780748281,0.698109619,-0.84355619,-0.442847454,1.038337804,-0.264340672,0.837448667,0.359121877,-1.035580655,-0.422416962,1.007584197,-0.285854644,0.623855888,0.384805064,-0.86062006,-0.415753285,1.214777463,-1.432016387,0.921016406,-0.914291751,0.001007997,-0.010161982
20728,-0.146724872,-0.154819106,-0.280998104,0.107626384,-0.535101059,-0.018850837,-0.443693404,-0.500289186,-0.792481212,-0.804122431,-0.752614351,-1.110120333,0.579801341,1.287946908,-0.551065858,-0.096234114,0.210981151,-1.146350024,0.892190098,1.230080553,-0.504109582,0.00846548,0.635832674,-0.979630452,0.697322605,1.430836459,-0.297510507,-0.157369991,0.648829777,0.224947892,-0.016074453,0.318483481,-0.001040474,-0.029353267
20729,0.133564704,0.147388383,0.096796215,0.184413079,0.107982381,0.476927182,-0.491093077,-0.115782179,-0.651371808,-0.331818355,-0.52091071,-1.052568583,0.200009493,-0.228599484,-0.965693255,0.101532078,1.652351665,-0.969361018,0.053495136,-0.471787458,-1.093055683,-0.191425968,1.390689902,-0.908149615,-0.105743354,-0.321379745,-0.906802351,0.165632901,1.977353623,-0.053437244,-0.095473292,-0.072010441,0.001549059,0.032625287
20730,0.161985024,0.169222451,0.52897715,-0.022032902,-0.042544986,0.17313077,-0.868103503,-0.532716572,-0.064532649,-0.07670381,-0.339639777,0.213632894,-0.040638164,-0.020807936,-0.28890825,-0.355154335,0.203356236,0.491736149,-0.274386794,-0.300737616,-0.25208337,-0.32825348,0.03961986,0.472838333,-0.184693754,-0.297479016,-0.176839955,-0.291833396,0.299842602,-0.348992698,0.052247865,0.019553991,-0.000284153,0.027599908
20834,0.350261627,0.352181435,1.747576598,0.248202935,1.784961377,0.125229738,0.440233358,0.632727525,0.077871993,0.529875128,0.448152678,0.251355117,0.234872027,-0.081581978,0.134192272,-0.442394485,0.061450515,0.42317324,-0.177007137,-0.447863557,0.185366948,-0.327696248,-0.269252499,0.563615539,-0.031206787,-0.369171748,0.547705668,-0.416554737,-0.329464201,-1.366089343,0.277744232,-1.293081098,0.000826527,0.178915998
20835,0.443613362,0.450361944,1.792272148,0.348249458,1.80823674,-0.027085221,0.466859797,0.546854364,0.1545272,0.771746407,0.30914641,1.099203855,0.365406264,-0.422680077,0.491767525,-0.195839401,-0.004742135,1.325005082,0.054391586,-0.42066766,0.443489256,-0.115049686,-0.034793104,1.429234704,0.228437151,-0.692348918,0.88357009,-0.211544325,-0.327428068,-1.411848362,0.206426472,-1.275208941,0.000783783,0.170078359
20838,0.373312136,0.363165774,2.033565147,-0.715801106,1.855372046,0.365574004,0.640491428,0.190048951,0.70955068,0.609982057,0.978491108,0.433770546,0.216807138,-0.627876109,0.208668699,-0.485845009,0.310971394,0.371965446,0.076571131,-0.28504634,0.169177874,-0.592978015,0.22542564,0.279542254,0.293391269,-1.175602515,0.449712848,-0.493941874,-0.682549404,-1.556288125,1.140994492,-1.303243556,0.001585657,-0.071152301
20852,0.318905975,0.314555318,1.862776931,-0.403157675,1.121167482,0.380652015,0.658707381,0.219584735,0.28517671,-0.124862723,0.551338989,0.028524452,0.790584557,0.538910161,-0.565757275,-0.31123649,0.062447186,-0.448232746,0.709956671,-0.418670158,-0.967273839,-0.263139114,-1.12315418,-0.534862308,0.466729692,-0.530956004,-0.657206405,-0.222497989,-1.452822403,-1.394102937,0.584681342,-0.899228633,0.001263655,-0.03781794
20853,0.34109739,0.335969063,1.869465541,-0.401120227,0.205799019,0.143465698,0.388883966,-0.045208711,0.236608004,-0.254788672,0.206728771,-0.444126026,0.486315428,-0.065569632,-0.99106324,-0.302822832,-1.263477486,-0.448932704,0.057548457,-0.103245841,-1.013798228,-0.131909792,-1.130704503,-0.319059892,0.289325721,-0.610309339,-0.521364536,-0.204127676,-2.0150223,-1.340623939,0.587609009,-0.267307672,0.000684836,0.044298615
21090,0.102251552,0.116297929,-0.096445171,-0.072256623,0.206809767,0.451719924,-0.337905749,0.085588813,-0.435061635,-0.158533238,-0.328245231,-1.001017793,0.300728357,-1.078123631,-0.26945025,0.34332955,3.364987665,-0.871670997,0.126846943,-1.296039453,-0.526769826,-0.451724429,2.712905758,-0.75546124,0.019971751,-1.227345732,-0.403664228,0.362693975,3.428602322,0.095317654,0.256327044,0.004685891,0.001772754,-0.01628015
21091,0.645818124,0.725685273,-0.042648024,0.399244199,-0.119934366,0.075751865,-0.78655262,-0.22043826,-0.063908894,0.16506528,-0.367452026,0.316291074,-0.118213039,-0.005409752,-0.304122483,-0.252748608,0.227140545,0.636067608,-0.290418546,-0.303305966,-0.211506231,-0.160716987,-0.018092592,0.528801537,-0.512967358,-0.299211209,-0.320401506,-0.187839933,0.53492996,0.064639796,-0.457443555,0.079417308,-0.000524184,0.06164359
21213,0.338034433,0.327882238,1.936322768,-0.445406349,0.388287044,0.51475563,-0.14860917,-0.173753994,0.31813626,-0.104392895,0.1854499,0.057262049,0.606569694,0.332680488,-0.644298377,-0.207399088,-0.260078942,0.2008271,0.277288811,-0.098475505,-0.624037238,-0.092579344,-0.381609804,0.220761877,0.350404284,-0.063795827,-0.176912,-0.138963415,-0.313809932,-1.394871511,0.546496721,-0.371418908,0.001459674,0.056974343
21451,0.702723652,0.803676669,-0.266790564,0.082704257,-0.429953402,0.255477528,-1.329085112,-0.510272204,-0.034215879,0.116483623,-0.600753413,0.487251263,0.024114367,0.231089077,-0.56295944,-0.385119625,0.403188588,0.993115385,-0.279955411,-0.254416809,-0.431762924,-0.295480167,0.075556748,0.802396922,-0.501192894,-0.269485337,-0.555795706,-0.296721863,0.797826518,0.257659005,-0.235529513,0.283704367,-0.000719616,0.061999171
21573,0.413564201,0.403277957,2.256814872,-0.449527477,0.334677806,0.638393604,-0.294709052,-0.266716397,-0.140330511,-0.29060799,-0.43542178,0.098275299,0.634729691,-0.197660622,-0.525989478,0.018227555,-0.116074058,0.325998577,0.22105521,-0.540797833,-0.575725581,-0.087202017,-0.279193646,0.354926642,0.523959552,-0.609000091,-0.001231875,0.061657027,-0.219097103,-1.596571584,0.711437762,-0.290131412,0.001723677,0.048133269
21574,0.445623744,0.442119001,1.791376343,-0.451683464,0.387011206,0.385138095,0.117611107,-0.127187988,0.152012481,-0.048214219,-0.078112681,0.253050763,0.555969672,-0.058178431,-0.415882972,-0.048868955,0.324779721,0.310942282,0.458761324,0.000605272,-0.507014947,-0.149247007,0.249847194,0.230090898,0.520894873,-0.668319679,-0.115139261,-0.043658495,-0.287946046,-1.288278853,0.592011892,-0.308812785,0.00158145,-0.028538247
21811,0.637714425,0.715746087,0.065592019,0.518230201,-0.016677036,0.026265576,-0.927237961,-0.268993112,-0.132237086,0.212445349,-0.420644167,0.348375488,-0.231699755,-0.056690613,-0.415792501,-0.35668802,0.22726811,0.691406412,-0.451848137,-0.410989487,-0.326781867,-0.246003701,-0.022837951,0.589670401,-0.678378027,-0.387925963,-0.463236737,-0.262192119,0.566604302,-0.026146057,-0.616335,-0.006021877,-0.000634072,0.085809101
21812,0.563128461,0.627259682,0.200474508,0.430773029,0.025564665,0.010180548,-0.33110675,-0.065058891,0.010202775,0.131033401,-0.128178351,0.190482325,-0.067954812,-0.163773857,-0.035880267,-0.14351057,0.042854729,0.361509019,-0.184676188,-0.277378737,0.015908228,-0.071937426,-0.066756544,0.315116165,-0.338791982,-0.316812557,-0.0326836,-0.094090316,0.262609292,-0.127152844,-0.410587097,-0.00716326,-0.000262038,0.035269716
21895,0.624568339,0.687594271,0.68678691,0.250880254,1.151052766,0.14050897,-0.613759046,-0.429999098,0.20649681,0.64008181,-0.066424441,2.213414566,0.288918369,0.391495022,0.767306338,-0.386857018,-1.315408109,2.540698032,0.412472068,0.112119458,0.980547608,-0.01533414,-1.473019686,2.129810171,0.269016173,0.032947372,0.971059234,-0.422398845,-1.399018247,-0.564097921,-0.026479953,-0.846569016,-0.000445367,0.068988535
21934,0.373853932,0.367753975,1.834738791,-0.454246271,1.061083268,0.330898037,0.20725864,-0.163458981,0.764835719,0.364212964,0.814238153,0.757249652,0.781298708,-0.122657767,-0.191169111,-0.02170655,-0.726152149,0.96030611,0.60202297,-0.365565182,0.027299229,-0.012296626,-0.990412899,0.660519882,0.582305146,-0.768155978,0.223980344,-0.017758966,-1.403516384,-1.37579225,0.597297609,-0.823922118,0.001860768,0.014699635
22172,0.174037702,0.208633008,-0.3973568,-0.023581719,0.385638366,0.319823524,0.552773315,0.620306494,0.211756301,0.113325048,0.489919009,-0.205596852,0.80820108,-1.133163569,-0.313229968,-0.052463271,-0.179581617,-0.33998345,0.404047857,-1.98400722,-0.378709112,-0.297309754,-1.412182975,-0.545323614,0.316207773,-1.502293197,-0.567938629,0.027051587,-0.726786005,0.286526989,0.219966793,-0.256192744,0.00193932,0.114748076
22173,0.451792373,0.515123298,-0.177629143,-0.123172526,0.005176073,0.002088121,0.302169965,0.179164545,1.080504599,0.32802757,1.254270837,-0.357538172,0.783286501,0.237589828,-0.414641035,-0.557102214,0.199772063,-0.358881014,0.604886477,0.146127158,-0.423594374,-0.251967399,0.333813246,-0.330237984,0.216589637,0.108960674,-0.303152825,-0.474957922,0.543652001,0.114695665,0.129868137,-0.043186774,0.000506056,0.053488466
22255,0.674225332,0.73143372,0.746729543,0.434181434,0.925946836,0.10627844,-0.695508396,-0.423015739,0.0687261,0.581279728,-0.282264924,2.203362616,0.314897418,-0.512252457,0.819557574,-0.119484014,-1.128437851,2.535779668,0.285437283,-0.685815386,0.87391576,0.065979024,-1.199598628,2.214493166,0.271035172,-0.624209859,0.92489731,-0.129376833,-0.859387069,-0.587447931,-0.164857582,-0.634936643,-0.000300982,0.093059088
22294,0.493838636,0.509405247,1.45233251,-0.720710833,0.305026834,0.524712149,0.261916846,-0.187643277,0.5615616,-0.192741108,0.522451391,-0.081516144,0.676071121,-0.367851503,0.127087007,0.054847233,-0.400346859,0.004384758,0.323573795,-0.59178016,0.223712513,-0.13342077,-0.784121763,-0.119690058,0.517100551,-1.018061683,0.627646238,0.050315589,-1.221878633,-0.99664366,0.99014653,-0.201520485,0.001919752,-0.075020887
22452,0.238015466,0.297433999,-1.139043532,0.962839138,0.726003996,0.374866491,0.349308047,0.27906628,-0.915088691,-0.191791942,-0.147538887,-1.249126544,0.378766336,0.279594629,-0.801808818,0.147372003,0.443498014,-1.564846803,0.598304865,0.200881014,-0.850510106,0.17096819,0.272368309,-1.684739734,0.040065408,0.471414216,-0.793641688,0.158158637,0.710506852,0.758304177,-0.684687238,-0.552442945,0.001920355,0.061853508
22533,0.409572312,0.462121575,-0.013528228,0.086083071,0.141968672,0.634353236,-1.514977574,-1.380829783,-0.810225732,-0.523330997,-0.910614361,-0.294721107,-0.116937579,-1.520829629,-0.068375454,-0.293266243,0.942978591,0.076653697,-0.543585351,-1.631579562,-0.097577869,-0.667276193,0.25423046,0.051071238,-0.183550926,-1.617168749,0.237156559,-0.205450435,0.780105944,0.099464366,0.334787131,0.020542047,0.000770707,-0.007503777
22653,0.268883257,0.233191758,2.531387965,-0.89571855,0.787814409,0.633519794,-1.280280574,-1.381194354,0.687585467,-0.018782811,0.485781666,0.470381448,0.288802195,-0.500336011,-0.37319899,-0.744403771,0.090815135,0.98729245,-0.224007499,-0.889556523,-0.212731754,-0.722948799,-0.128035777,0.938747998,0.210877984,-1.000140011,0.256328009,-0.62158889,-0.008842808,-1.813646241,1.023833056,-0.59887247,0.001293603,0.009862548
22654,0.174997213,0.153261113,1.626948772,-1.113836368,0.275362258,0.708614691,0.299497221,0.463719625,0.446660463,-0.180464654,0.379191825,-0.661209118,0.718938427,0.530384867,-0.062135392,0.33248377,0.564650697,-0.56581337,0.433398972,0.12536324,-0.004059466,0.071256926,0.509718147,-0.428446844,0.635087961,0.504170021,0.299231541,0.277384116,0.910773075,-1.142450761,1.316476644,-0.191109648,0.001170653,-0.035246094
22812,0.32942202,0.382092248,-0.851714679,1.22146011,0.925234398,0.153359917,0.385337222,0.332775366,-0.866225797,-0.043010516,-0.043721812,-1.318493,0.182572379,-0.130843407,-0.826306065,0.044407154,0.365573716,-1.594574212,0.358715939,-0.12527533,-0.856791328,0.063122449,0.274674772,-1.656975086,-0.195616439,0.095543899,-0.897904452,0.074126746,0.721601924,0.535411074,-0.935398679,-0.684137195,0.001422709,0.094541599
22893,-0.051235846,-0.040641119,-0.655124272,0.148174744,-0.13611514,0.322323214,0.437700779,0.268614844,-0.392928447,-0.276396081,-0.118770003,-0.911610351,-0.201764279,-0.137579491,-0.306215115,0.416498655,1.436998464,-1.386626542,0.030285096,0.164916341,-0.74920216,0.173173185,1.305463188,-1.301593633,-0.207746272,0.059759033,-0.620649751,0.430635988,1.356768537,0.48413719,-0.17035198,0.145267415,0.001494783,-0.093838649
22974,0.3007088,0.331723062,0.232782737,-0.218573374,0.528952504,0.425017265,0.084241925,0.062199274,0.854051029,0.646409732,0.859434156,0.853758394,-0.981081162,-0.903930549,0.563209411,1.926894188,-1.100064197,0.972788753,-1.123629278,-0.394414595,0.774439958,1.495992907,-0.618726831,0.683238528,-1.099200484,-0.571002547,0.507219894,1.898150218,-0.453870198,-0.153617961,-0.05043222,-0.298635979,0.001353397,-0.174706484
